head,tail,relation,score,prediction
968,0,8274,0.2450398822245476,0.5028572678565979
968,0,4008,0.709293243275961,0.5028572678565979
968,0,404,1.0,0.5028572678565979
968,0,2706,0.2210404208102147,0.5028572678565979
968,0,5458,0.9662738803586446,0.5028572678565979
968,0,1095,0.2193603345730554,0.5028572678565979
968,0,14745,0.1052400265455489,0.5028572678565979
968,0,2140,0.1890348247919388,0.5028572678565979
968,0,203,0.3466624481868233,0.5028572678565979
968,0,2659,0.3608596372130862,0.5028572678565979
968,0,5171,0.2480814409235332,0.5028572678565979
968,0,5711,0.6647275302480414,0.5028572678565979
968,0,1850,0.9712367545152002,0.5028572678565979
968,0,2652,1.0,0.5028572678565979
968,2,198,0.8927087856574166,0.5028572678565979
3024,0,5711,0.2988342351025318,0.5028572678565979
3024,0,14982,0.7557678503161424,0.5028572678565979
3024,0,3170,0.709293243275961,0.5028572678565979
3024,0,3101,0.709293243275961,0.5028572678565979
3024,9,2970,0.8927087856574166,0.5028572678565979
3024,3,2950,0.8927087856574166,0.5028572678565979
3024,3,6016,0.709293243275961,0.5028572678565979
3024,11,9106,0.1983204334427104,0.5028572678565979
4544,2,3500,0.5258777008945054,0.5028572678565979
187,0,2432,0.1504405667759113,0.5028572678565979
187,0,1892,0.3000794736048623,0.5028572678565979
187,0,3083,0.1052400265455489,0.5028572678565979
187,0,7969,0.2886555689270046,0.5028572678565979
187,0,5372,0.709293243275961,0.5028572678565979
187,8,14800,0.709293243275961,0.5028572678565979
187,3,187,0.709293243275961,0.5028572678565979
7329,2,699,0.8927087856574166,0.5028572678565979
7329,0,4703,0.709293243275961,0.5028572678565979
2623,14,658,0.709293243275961,0.5028572678565979
3366,0,1850,0.709293243275961,0.5028572678565979
3366,0,1913,0.709293243275961,0.5028572678565979
9876,0,933,0.709293243275961,0.5028572678565979
9876,3,7134,0.8927087856574166,0.5028572678565979
476,0,2110,0.3013188795869767,0.5028572678565979
476,0,2251,0.709293243275961,0.5028572678565979
476,0,2582,0.2309029049748695,0.5028572678565979
476,0,1884,0.709293243275961,0.5028572678565979
6403,2,96,0.8927087856574166,0.5028572678565979
5961,9,8740,0.8927087856574166,0.5028572678565979
5961,0,8740,0.8927087856574166,0.5028572678565979
5961,0,599,0.709293243275961,0.5028572678565979
148,0,7655,0.709293243275961,0.5028572678565979
148,0,10726,0.6231009135802599,0.5028572678565979
148,0,5975,0.1852273822198877,0.5028572678565979
148,0,11485,0.2404109707160154,0.5028572678565979
148,0,774,0.5194495460834913,0.5028572678565979
148,0,875,0.8927087856574166,0.5028572678565979
148,0,5065,0.1078216342752765,0.5028572678565979
148,0,10293,0.709293243275961,0.5028572678565979
148,0,2221,0.709293243275961,0.5028572678565979
148,0,2044,0.2372794230029281,0.5028572678565979
148,0,371,0.1252202833879556,0.5028572678565979
148,0,12455,0.3578808512341261,0.5028572678565979
148,13,14401,0.8927087856574166,0.5028572678565979
148,3,82,0.709293243275961,0.5028572678565979
12900,1,4571,0.709293243275961,0.5028572678565979
12900,0,347,0.709293243275961,0.5028572678565979
1596,0,5570,0.2325114977305391,0.5028572678565979
1596,0,9482,0.709293243275961,0.5028572678565979
1596,0,4241,0.3169241492193018,0.5028572678565979
1596,0,13212,0.470770800616105,0.5028572678565979
1596,0,4854,0.2227099070636597,0.5028572678565979
1596,0,6934,0.4938494228161203,0.5028572678565979
1596,0,7780,0.1909181971085573,0.5028572678565979
1596,2,1082,0.8927087856574166,0.5028572678565979
1596,4,1338,1.0,0.5028572678565979
3985,11,11678,0.709293243275961,0.5028572678565979
3985,0,1992,0.258459739468707,0.5028572678565979
3985,0,626,0.709293243275961,0.5028572678565979
3985,6,11678,0.1890348247919388,0.5028572678565979
3985,3,1273,0.709293243275961,0.5028572678565979
6287,2,9840,0.8927087856574166,0.5028572678565979
6287,8,14595,0.709293243275961,0.5028572678565979
6287,4,3535,0.8927087856574166,0.5028572678565979
6287,4,11020,0.709293243275961,0.5028572678565979
2043,0,1252,0.709293243275961,0.5028572678565979
2043,0,5004,0.709293243275961,0.5028572678565979
2043,3,2405,0.709293243275961,0.5028572678565979
3927,0,13250,0.3381941193174529,0.5028572678565979
3927,0,4682,0.3316601405924447,0.5028572678565979
3927,0,3484,0.8927087856574166,0.5028572678565979
3927,0,1358,0.709293243275961,0.5028572678565979
3927,0,52,0.3122197996554032,0.5028572678565979
3927,0,14402,0.2372794230029281,0.5028572678565979
3927,0,10925,0.709293243275961,0.5028572678565979
3927,0,1897,0.1392738173111161,0.5028572678565979
3927,0,13425,0.8927087856574166,0.5028572678565979
3927,11,7893,0.3283316351527982,0.5028572678565979
7309,0,3740,0.9186497577162364,0.5028572678565979
7309,0,3440,0.2925185965624711,0.5028572678565979
1285,0,1562,0.5100670912970945,0.5028572678565979
1285,0,156,0.709293243275961,0.5028572678565979
1285,0,2967,0.709293243275961,0.5028572678565979
1285,0,1771,0.3466624481868233,0.5028572678565979
1285,2,2967,0.8927087856574166,0.5028572678565979
3698,20,39,0.709293243275961,0.5028572678565979
3698,2,1859,0.8927087856574166,0.5028572678565979
3698,3,12381,0.709293243275961,0.5028572678565979
3698,0,4597,0.709293243275961,0.5028572678565979
9005,0,266,0.709293243275961,0.5028572678565979
1168,0,11318,0.709293243275961,0.5028572678565979
1168,0,1818,0.709293243275961,0.5028572678565979
1168,2,14346,0.8927087856574166,0.5028572678565979
1168,8,14585,0.709293243275961,0.5028572678565979
1168,8,1044,0.709293243275961,0.5028572678565979
1168,24,1801,0.709293243275961,0.5028572678565979
1168,4,3825,0.709293243275961,0.5028572678565979
1168,18,1892,0.8927087856574166,0.5028572678565979
4109,0,4362,0.2372794230029281,0.5028572678565979
4109,0,3609,0.2372794230029281,0.5028572678565979
4109,0,5730,0.709293243275961,0.5028572678565979
4109,4,8332,0.8927087856574166,0.5028572678565979
822,2,593,0.8927087856574166,0.5028572678565979
6981,3,3793,0.709293243275961,0.5028572678565979
6981,5,6321,0.3424621585130498,0.5028572678565979
6981,0,2552,0.709293243275961,0.5028572678565979
4806,3,2832,0.8927087856574166,0.5028572678565979
8951,1,4962,0.709293243275961,0.5028572678565979
4587,3,2147,0.8927087856574166,0.5028572678565979
8151,0,2958,0.709293243275961,0.5028572678565979
8151,0,6140,0.709293243275961,0.5028572678565979
8151,3,10299,0.709293243275961,0.5028572678565979
3007,0,10077,0.709293243275961,0.5028572678565979
108,0,785,0.6167958980030628,0.5028572678565979
108,0,5740,0.709293243275961,0.5028572678565979
108,0,665,0.524817127557235,0.5028572678565979
108,0,3724,0.2495892096378169,0.5028572678565979
108,0,875,0.709293243275961,0.5028572678565979
108,0,5186,1.0,0.5028572678565979
108,0,3362,0.1026329838474339,0.5028572678565979
108,0,11468,0.7269491632653121,0.5028572678565979
108,0,6404,0.1813643545844212,0.5028572678565979
108,0,5251,0.1927882592622788,0.5028572678565979
3564,3,8594,0.8927087856574166,0.5028572678565979
3564,4,496,0.9843765942967896,0.5028572678565979
3564,4,9868,0.9843765942967896,0.5028572678565979
3564,0,13907,0.2925185965624711,0.5028572678565979
3564,0,900,0.3062192546961592,0.5028572678565979
3564,2,7376,0.8927087856574166,0.5028572678565979
7067,0,4584,0.709293243275961,0.5028572678565979
7067,3,2647,0.8927087856574166,0.5028572678565979
7067,2,4203,0.8927087856574166,0.5028572678565979
12487,2,2148,0.8927087856574166,0.5028572678565979
4036,0,6956,0.1983204334427104,0.5028572678565979
4036,0,13670,0.2001390845425659,0.5028572678565979
4036,0,5752,0.1129104967530668,0.5028572678565979
4036,1,1117,0.709293243275961,0.5028572678565979
4036,3,4036,0.5258777008945054,0.5028572678565979
4036,3,1230,0.8927087856574166,0.5028572678565979
4036,3,10487,0.8927087856574166,0.5028572678565979
12593,1,9675,0.8927087856574166,0.5028572678565979
12593,0,2257,0.709293243275961,0.5028572678565979
9772,0,7369,0.709293243275961,0.5028572678565979
9772,0,6710,0.709293243275961,0.5028572678565979
9772,0,14017,0.709293243275961,0.5028572678565979
9772,0,8181,0.709293243275961,0.5028572678565979
589,0,12460,0.709293243275961,0.5028572678565979
589,0,7515,0.5066745744004372,0.5028572678565979
589,0,4179,0.2495892096378169,0.5028572678565979
589,0,2094,0.709293243275961,0.5028572678565979
589,0,11792,0.4261510905074112,0.5028572678565979
589,0,2205,0.709293243275961,0.5028572678565979
589,0,107,0.2450398822245476,0.5028572678565979
589,0,1611,0.3466624481868233,0.5028572678565979
589,11,7759,0.709293243275961,0.5028572678565979
589,1,3284,0.8927087856574166,0.5028572678565979
589,3,747,0.8927087856574166,0.5028572678565979
589,6,306,0.1590466161315942,0.5028572678565979
2559,3,2034,0.8927087856574166,0.5028572678565979
2559,20,6181,0.709293243275961,0.5028572678565979
1056,0,14591,0.2243689262498612,0.5028572678565979
1056,0,13708,0.8667332793886998,0.5028572678565979
1056,0,12285,0.1052400265455489,0.5028572678565979
1056,0,9801,0.3889367655532311,0.5028572678565979
1056,0,615,0.4110716251071453,0.5028572678565979
1056,0,1905,0.2243689262498612,0.5028572678565979
1056,0,262,1.0,0.5028572678565979
1056,0,7585,0.7435003442107698,0.5028572678565979
1056,0,580,0.278069649583878,0.5028572678565979
1056,0,3244,0.4784785113688134,0.5028572678565979
1056,0,9303,0.2820891601886687,0.5028572678565979
1056,0,469,0.2820891601886687,0.5028572678565979
1056,4,343,0.709293243275961,0.5028572678565979
14007,14,2777,0.709293243275961,0.5028572678565979
1112,0,3024,0.709293243275961,0.5028572678565979
689,0,2852,1.0,0.5028572678565979
689,0,985,0.709293243275961,0.5028572678565979
689,0,1251,0.709293243275961,0.5028572678565979
689,0,167,0.1833029177852558,0.5028572678565979
689,0,10882,0.2210404208102147,0.5028572678565979
689,2,1209,0.8927087856574166,0.5028572678565979
689,1,5348,0.709293243275961,0.5028572678565979
689,1,119,0.8927087856574166,0.5028572678565979
689,5,197,0.3424621585130498,0.5028572678565979
689,3,4461,0.8927087856574166,0.5028572678565979
11329,0,1143,0.709293243275961,0.5028572678565979
11329,11,10735,0.8927087856574166,0.5028572678565979
3944,3,4883,0.709293243275961,0.5028572678565979
2005,0,558,0.3456186097783097,0.5028572678565979
2005,0,5513,0.6048968759327273,0.5028572678565979
2005,0,12861,0.3518207537022554,0.5028572678565979
2005,0,323,0.3548681504547303,0.5028572678565979
2005,0,7315,0.6954417001138394,0.5028572678565979
2005,0,4730,0.7160852548770139,0.5028572678565979
2005,0,10054,0.258459739468707,0.5028572678565979
2005,0,417,0.2176695128877572,0.5028572678565979
2005,0,527,0.7373845786276481,0.5028572678565979
2005,0,697,0.2950629689873578,0.5028572678565979
2005,0,12727,0.1460302531264988,0.5028572678565979
2005,0,5183,0.9602953955723388,0.5028572678565979
2005,0,9272,0.1346717414289357,0.5028572678565979
2005,20,4408,0.709293243275961,0.5028572678565979
2005,6,2629,0.4641716383229839,0.5028572678565979
2005,2,2099,0.709293243275961,0.5028572678565979
2005,4,1190,0.8927087856574166,0.5028572678565979
2005,8,308,0.709293243275961,0.5028572678565979
8372,0,10041,0.8927087856574166,0.5028572678565979
8372,9,10180,0.8927087856574166,0.5028572678565979
10967,2,593,0.8927087856574166,0.5028572678565979
10967,2,8350,0.8927087856574166,0.5028572678565979
10967,0,6451,0.709293243275961,0.5028572678565979
10967,3,10967,0.5258777008945054,0.5028572678565979
3624,13,14346,0.8927087856574166,0.5028572678565979
3624,3,3624,0.5258777008945054,0.5028572678565979
3469,0,5979,0.709293243275961,0.5028572678565979
3469,0,9422,0.2435058913000504,0.5028572678565979
3469,0,13963,0.6068526327546084,0.5028572678565979
3469,0,3297,0.709293243275961,0.5028572678565979
3469,0,4187,0.5264063977605271,0.5028572678565979
3469,0,195,0.1813643545844212,0.5028572678565979
3469,0,4980,0.2210404208102147,0.5028572678565979
3469,0,7866,0.2210404208102147,0.5028572678565979
3469,2,5330,0.8927087856574166,0.5028572678565979
9132,2,892,0.5258777008945054,0.5028572678565979
4922,0,5730,0.2480814409235332,0.5028572678565979
4922,0,128,0.709293243275961,0.5028572678565979
13457,9,2126,0.8927087856574166,0.5028572678565979
6509,18,1403,0.709293243275961,0.5028572678565979
6509,0,10343,0.3134037510418003,0.5028572678565979
6509,19,657,0.709293243275961,0.5028572678565979
6509,7,4086,0.709293243275961,0.5028572678565979
3560,0,10454,0.2090494446878859,0.5028572678565979
3560,0,3759,0.1927882592622788,0.5028572678565979
3560,6,5363,0.4118870731898179,0.5028572678565979
1994,3,1994,0.5258777008945054,0.5028572678565979
1994,3,10486,0.709293243275961,0.5028572678565979
1994,4,3670,0.709293243275961,0.5028572678565979
1994,4,4336,0.709293243275961,0.5028572678565979
1994,24,5051,0.709293243275961,0.5028572678565979
1994,2,3489,0.709293243275961,0.5028572678565979
4792,0,8088,0.2404109707160154,0.5028572678565979
1026,0,14938,0.5095046836604793,0.5028572678565979
1026,0,184,0.3762038016437345,0.5028572678565979
1026,0,1728,0.709293243275961,0.5028572678565979
1026,0,3942,0.1078216342752765,0.5028572678565979
1026,0,12145,0.1052400265455489,0.5028572678565979
1026,11,12788,0.5139708266989622,0.5028572678565979
720,0,1485,0.709293243275961,0.5028572678565979
720,0,856,0.1964891964219784,0.5028572678565979
720,0,5513,0.4337554268302805,0.5028572678565979
720,6,3313,0.2243689262498612,0.5028572678565979
720,9,6707,0.8927087856574166,0.5028572678565979
8744,0,12292,0.709293243275961,0.5028572678565979
8744,0,167,0.709293243275961,0.5028572678565979
11508,0,11230,0.709293243275961,0.5028572678565979
11508,4,14622,0.709293243275961,0.5028572678565979
11508,2,5565,0.8927087856574166,0.5028572678565979
5994,0,4435,0.2495892096378169,0.5028572678565979
5994,0,3489,0.709293243275961,0.5028572678565979
5994,0,5667,0.709293243275961,0.5028572678565979
5994,0,777,0.1833029177852558,0.5028572678565979
5994,0,4147,0.709293243275961,0.5028572678565979
5994,6,2102,0.2072912143425834,0.5028572678565979
1201,0,2652,0.3145824286851669,0.5028572678565979
1201,0,323,0.709293243275961,0.5028572678565979
1201,11,627,0.8927087856574166,0.5028572678565979
10349,0,608,0.709293243275961,0.5028572678565979
2740,3,13726,0.709293243275961,0.5028572678565979
2740,0,10138,0.3192453280806401,0.5028572678565979
2740,0,4295,0.709293243275961,0.5028572678565979
2740,0,722,0.1078216342752765,0.5028572678565979
1706,3,1706,0.5258777008945054,0.5028572678565979
1706,0,100,0.9287695732860822,0.5028572678565979
1706,0,6404,0.9715315876302878,0.5028572678565979
7447,0,3853,0.709293243275961,0.5028572678565979
7447,0,1061,0.709293243275961,0.5028572678565979
7447,0,38,0.709293243275961,0.5028572678565979
3638,0,3370,0.1052400265455489,0.5028572678565979
3638,0,3090,0.8821822624971631,0.5028572678565979
3638,0,3225,0.709293243275961,0.5028572678565979
3638,2,2160,0.709293243275961,0.5028572678565979
961,4,2079,0.8927087856574166,0.5028572678565979
961,4,14,0.709293243275961,0.5028572678565979
961,4,24,1.0,0.5028572678565979
961,4,1611,0.709293243275961,0.5028572678565979
961,0,2690,0.2243689262498612,0.5028572678565979
961,0,992,0.8900493392174893,0.5028572678565979
961,0,198,0.709293243275961,0.5028572678565979
961,0,4802,0.3327604028571324,0.5028572678565979
961,0,594,0.709293243275961,0.5028572678565979
961,0,14568,0.3578808512341261,0.5028572678565979
961,0,6625,0.2834155423814555,0.5028572678565979
961,0,4769,0.7435003442107698,0.5028572678565979
961,0,10927,0.1052400265455489,0.5028572678565979
961,3,13612,0.8927087856574166,0.5028572678565979
961,3,8822,0.8927087856574166,0.5028572678565979
961,2,1053,0.8927087856574166,0.5028572678565979
961,8,3316,0.709293243275961,0.5028572678565979
1361,0,14189,0.7335495449296225,0.5028572678565979
1361,0,676,0.4052920229501139,0.5028572678565979
1361,0,13752,0.709293243275961,0.5028572678565979
1361,0,722,0.6099520848046791,0.5028572678565979
1361,0,6404,0.4404173569862286,0.5028572678565979
1361,0,2978,0.9361694209770892,0.5028572678565979
1361,0,2737,0.709293243275961,0.5028572678565979
1361,0,4724,0.1026329838474339,0.5028572678565979
637,4,378,0.8927087856574166,0.5028572678565979
637,0,2777,0.2540616433178961,0.5028572678565979
637,0,7490,0.90321427127229,0.5028572678565979
637,0,4501,0.161155094964056,0.5028572678565979
637,0,11936,0.6790508844183144,0.5028572678565979
637,0,12292,0.1078216342752765,0.5028572678565979
637,0,4215,0.6742613836480605,0.5028572678565979
637,0,665,0.709293243275961,0.5028572678565979
637,0,12050,0.3180872838103913,0.5028572678565979
637,0,1984,0.3835546269240216,0.5028572678565979
1627,0,3102,0.1794114845147005,0.5028572678565979
1627,0,778,0.229284473670244,0.5028572678565979
1627,0,8379,0.2356996410364879,0.5028572678565979
1627,0,11735,0.4720711113084602,0.5028572678565979
1627,9,743,0.8927087856574166,0.5028572678565979
6234,3,6234,0.5258777008945054,0.5028572678565979
6479,0,2087,0.709293243275961,0.5028572678565979
6479,20,882,0.709293243275961,0.5028572678565979
6479,3,902,0.8927087856574166,0.5028572678565979
2978,0,11074,0.1299882086603446,0.5028572678565979
2978,0,5904,0.3853608639264614,0.5028572678565979
2978,0,4038,0.1369827840088985,0.5028572678565979
2978,0,14653,0.161155094964056,0.5028572678565979
2978,0,3375,0.5139708266989622,0.5028572678565979
2978,0,1905,0.820611059925783,0.5028572678565979
7235,2,1149,0.8927087856574166,0.5028572678565979
7235,2,1209,0.8927087856574166,0.5028572678565979
7235,0,1471,0.709293243275961,0.5028572678565979
7235,0,898,0.709293243275961,0.5028572678565979
7235,0,5246,0.709293243275961,0.5028572678565979
165,0,1014,0.709293243275961,0.5028572678565979
165,0,7766,0.709293243275961,0.5028572678565979
165,0,2137,0.709293243275961,0.5028572678565979
165,0,480,0.709293243275961,0.5028572678565979
165,0,1456,0.709293243275961,0.5028572678565979
165,2,1146,0.8927087856574166,0.5028572678565979
1512,0,73,0.709293243275961,0.5028572678565979
1512,0,4976,0.709293243275961,0.5028572678565979
247,8,14744,0.9843765942967896,0.5028572678565979
13138,0,2912,0.709293243275961,0.5028572678565979
13138,0,1835,0.709293243275961,0.5028572678565979
13138,3,2912,0.8927087856574166,0.5028572678565979
45,27,13443,0.709293243275961,0.5028572678565979
45,27,1132,1.0,0.5028572678565979
45,27,11332,0.709293243275961,0.5028572678565979
45,27,13089,0.9843765942967896,0.5028572678565979
45,27,12837,0.709293243275961,0.5028572678565979
45,27,1404,0.709293243275961,0.5028572678565979
45,27,5640,0.709293243275961,0.5028572678565979
45,27,10416,0.709293243275961,0.5028572678565979
45,27,13317,0.709293243275961,0.5028572678565979
45,27,2404,0.709293243275961,0.5028572678565979
45,27,3313,0.709293243275961,0.5028572678565979
45,27,3627,0.8927087856574166,0.5028572678565979
45,27,1756,1.0,0.5028572678565979
45,27,7561,0.709293243275961,0.5028572678565979
45,27,9445,0.709293243275961,0.5028572678565979
45,27,693,0.8927087856574166,0.5028572678565979
45,27,11723,0.709293243275961,0.5028572678565979
45,27,10675,0.709293243275961,0.5028572678565979
45,27,4295,1.0,0.5028572678565979
45,27,2099,0.709293243275961,0.5028572678565979
45,27,4354,0.709293243275961,0.5028572678565979
45,27,13706,0.709293243275961,0.5028572678565979
45,10,944,0.8927087856574166,0.5028572678565979
45,10,119,0.709293243275961,0.5028572678565979
45,10,8585,0.709293243275961,0.5028572678565979
45,10,496,0.709293243275961,0.5028572678565979
45,10,10964,0.709293243275961,0.5028572678565979
45,10,11304,0.709293243275961,0.5028572678565979
45,10,9303,0.709293243275961,0.5028572678565979
45,10,4308,0.709293243275961,0.5028572678565979
45,10,1523,1.0,0.5028572678565979
45,10,1697,0.709293243275961,0.5028572678565979
45,10,974,0.709293243275961,0.5028572678565979
45,10,487,0.8927087856574166,0.5028572678565979
45,10,14969,0.709293243275961,0.5028572678565979
45,10,2666,0.8927087856574166,0.5028572678565979
45,10,10281,0.8927087856574166,0.5028572678565979
45,10,5086,0.709293243275961,0.5028572678565979
45,10,2143,0.709293243275961,0.5028572678565979
45,10,946,1.0,0.5028572678565979
45,10,2399,1.0,0.5028572678565979
45,10,2386,0.9843765942967896,0.5028572678565979
45,10,13271,0.8927087856574166,0.5028572678565979
45,10,8497,0.9843765942967896,0.5028572678565979
45,10,7947,0.709293243275961,0.5028572678565979
45,10,1265,1.0,0.5028572678565979
45,10,14763,0.709293243275961,0.5028572678565979
45,10,12857,0.8927087856574166,0.5028572678565979
45,10,13289,0.8927087856574166,0.5028572678565979
45,0,3927,0.5367643813317232,0.5028572678565979
45,0,1617,0.2309029049748695,0.5028572678565979
45,0,785,0.2001390845425659,0.5028572678565979
45,0,567,0.2193603345730554,0.5028572678565979
45,0,5904,0.709293243275961,0.5028572678565979
45,0,4709,0.709293243275961,0.5028572678565979
45,16,14780,0.709293243275961,0.5028572678565979
45,16,13978,0.709293243275961,0.5028572678565979
45,16,1353,0.709293243275961,0.5028572678565979
45,16,10688,0.709293243275961,0.5028572678565979
45,16,14736,0.9843765942967896,0.5028572678565979
45,16,14578,0.8927087856574166,0.5028572678565979
45,16,11981,0.8927087856574166,0.5028572678565979
45,11,5442,0.1590466161315942,0.5028572678565979
45,15,7763,0.709293243275961,0.5028572678565979
1117,1,1228,0.709293243275961,0.5028572678565979
1117,0,7861,0.709293243275961,0.5028572678565979
