entity string,id
concept:company:olympic,188
concept:visualizableattribute:low_lying_areas,189
concept:book:bite,190
concept:professionalorganization:wood_flooring_association,191
concept:geopoliticalorganization:crescent_city,192
concept:bodypart:key_part,193
concept:politicianus:john_hagee,194
concept:geopoliticallocation:sumbe,195
concept:comedian:nate,196
concept:sportsteam:real_salt_lake,197
concept:city:lake_elsinore,198
concept:personnorthamerica:steve_pearlstein,199
concept:airport:southampton,200
concept:bank:registered_air_mail,201
concept:city:andover,202
concept:geopoliticallocation:suffield,203
concept:currency:dirham,204
concept:ceo:george_mitchell,205
concept:politician:arena,206
concept:actor:john_popper,207
concept:company:wonkette,208
concept:personaustralia:nick_cave,209
concept:buildingmaterial:head,210
concept:book:debates,211
concept:clothing:leggings,212
concept:person:eddy_hartenstein,213
concept:university:vanguard,214
concept:celltype:blood,215
concept:sport:yard,216
concept:mountainrange:rocky_mountains,217
concept:city:craig,218
concept:person:sheridan,219
concept:physicalaction:runs,220
concept:blog:conservative_party,221
concept:musicalbum:martin,222
concept:island:bainbridge_island,223
concept:geopoliticallocation:zionsville,224
concept:city:roseland,225
concept:vertebrate:ruminants,226
concept:sportsteam:reedley_college_tigers,227
concept:clothing:high_boots,228
concept:website:cent,229
concept:stateorprovince:country_india_state_andhra_pradesh,230
concept:city:monmouth_jct,231
concept:company:hot_bot,232
concept:geopoliticallocation:qatar,233
concept:clothing:knee_length_trousers,234
concept:publication:business_weekly,235
concept:radiostation:wmak,236
concept:county:mandan,237
concept:book:amsterdam,238
concept:newspaper:new_york_daily,239
concept:researchproject:further_evidence,240
concept:city:thomas,241
concept:city:st_dennis,242
concept:university:kings_college,243
concept:visualizablescene:woodland_hills,244
concept:city:cranston,245
concept:shoppingmall:berkshire,246
concept:musicartist:santana,247
concept:journalist:walter_anderson,248
concept:city:whakatane,249
concept:language:caq,250
concept:personaustralia:mike_ashley,251
concept:city:valladolid,252
concept:physicalaction:shoulder,253
concept:stateorprovince:north_carolina,254
concept:wine:breed,255
concept:vegetable:cottage_cheese,256
concept:nondiseasecondition:kingdom,257
concept:politicsblog:ninth_state,258
concept:county:n24_years,259
concept:landscapefeatures:red_rock,260
concept:coach:jay_mariotti,261
concept:stateorprovince:contact,262
concept:politicsblog:analysis,263
concept:hallwayitem:tank,264
concept:profession:engineering_associate,265
concept:company:detroit,266
concept:city:castres,267
concept:personus:jim_edmonds,268
concept:bank:volkswagen_of_america,269
concept:politicsblog:sirius_satellite_radio,270
concept:politician:thomas_l__friedman,271
concept:clothing:walking_shoes,272
concept:person:kerry,273
concept:mammal:wild_boar,274
concept:sportsteam:fresno_state,275
concept:musician:quest,276
concept:website:iphone,277
concept:street:next_step,278
concept:company:buzz,279
concept:geopoliticallocation:white_plains,280
concept:county:zephyrhills,281
concept:fungus:enrichment,282
concept:writer:philip_carter,283
concept:automobilemaker:fiat,284
concept:retailstore:ryder,285
concept:reptile:cross,286
concept:country:usa,287
concept:bathroomitem:handle,288
concept:sportsteam:tennessee_martin_skyhawks,289
concept:coach:marc_iavaroni,290
concept:magazine:vogue,291
concept:terroristorganization:fatah,292
concept:politicianus:democrats_john_edwards,293
concept:televisionshow:bachelor,294
concept:televisionstation:wsav,295
concept:newspaper:hollywood_reporter,296
concept:televisionstation:wjw,297
concept:city:seagoville,298
concept:person:andruw_jones,299
concept:academicfield:entrepreneurs,300
concept:stateorprovince:cuando_cubango,301
concept:musicartist:darius_rucker,302
concept:company:paris_match001,303
concept:governmentorganization:chairman,304
concept:geopoliticallocation:specialty,305
concept:website:the_new_york_post,306
concept:stadiumoreventvenue:post_gazette_pavilion_at_star_lake,307
concept:person:image,308
concept:coach:sister_in_law,309
concept:geopoliticalorganization:bucharest,310
concept:radiostation:wmt,311
concept:clothing:summer_shorts,312
concept:musician:jakob_dylan,313
concept:sportsteam:pace_university_setters,314
concept:programminglanguage:project,315
concept:bank:westpac_new_zealand_limited,316
concept:sportsteam:texas_state_bobcats,317
concept:vegetable:rice,318
concept:researchproject:consulting_firm,319
concept:personasia:xie_fuzhan,320
concept:academicfield:services_benefits,321
concept:date:republic_last_year,322
concept:publication:bloomberg_television,323
concept:perceptionevent:membrane,324
concept:politicianus:john_bogle,325
concept:bodypart:lower_body,326
concept:terroristorganization:times,327
concept:stateorprovince:federation_of_bosnia_and_herzegovina,328
concept:beverage:collection,329
concept:aquarium:former_ussr,330
concept:island:steinhatchee,331
concept:sportsteam:sonoma_state_seawolves,332
concept:company:wviz_tv,333
concept:personus:jamestown,334
concept:politicsblog:detroit_news,335
concept:athlete:fred_smith,336
concept:radiostation:kcbd,337
concept:clothing:gray_suits,338
concept:bank:chronopay,339
concept:televisionstation:black_entertainment_television,340
concept:sportsteam:sacramento_monarchs,341
concept:automobilemaker:porsche,342
concept:visualartist:icon,343
concept:clothing:leather_trousers,344
concept:vertebrate:cavity_nesters,345
concept:geopoliticallocation:hobbs,346
concept:professionalorganization:episcopal_aids_coalition,347
concept:crustacean:topic,348
concept:professionalorganization:consumer_electronics_association,349
concept:visualizablescene:creola,350
concept:city:mullica_hill,351
concept:company:globespan,352
concept:company:kues,353
concept:academicfield:mission,354
concept:professionalorganization:public_works_association,355
concept:geopoliticallocation:veradale,356
concept:person:dennis,357
concept:landscapefeatures:coastline,358
concept:personus:takashi_saito,359
concept:visualartmovement:n25_years,360
concept:geopoliticallocation:place,361
concept:buildingmaterial:drainage,362
concept:geopoliticallocation:menongue,363
concept:actor:pdf,364
concept:clothing:blue_shirts,365
concept:governmentorganization:justice_department,366
concept:clothing:red_bow_tie,367
concept:clothing:white_mask,368
concept:company:reuters_apple,369
concept:company:new_york_lawyer,370
concept:musicartist:hotwire,371
concept:currency:lats,372
concept:hotel:estrel_hotel,373
concept:hotel:holiday_inn_express_downtown,374
concept:bedroomitem:money,375
concept:location:sugar_land,376
concept:weapon:replica,377
concept:weatherphenomenon:midnight,378
concept:company:asiana_airlines,379
concept:county:crestline,380
concept:hallwayitem:contractor,381
concept:journalist:laura_vecsey,382
concept:dateliteral:n1953,383
concept:televisionstation:wtvy,384
concept:visualizablescene:london_gatwick,385
concept:physicsterm:gravity,386
concept:building:south,387
concept:mammal:chimps,388
concept:island:scott,389
concept:jobposition:state_minister,390
concept:lake:lake_butler,391
concept:clothing:orange_jumpsuit,392
concept:ceo:hiroshi_okuda,393
concept:hotel:hotel_le_germain,394
concept:personus:joey_devine,395
concept:clothing:corduroy_slacks,396
concept:city:spring,397
concept:date:n1986,398
concept:sportsleague:nfl,399
concept:musicartist:former_pearl_jam,400
concept:sportsteam:nebraska_omaha_mavericks,401
concept:sportsteam:cleveland_browns,402
concept:geopoliticallocation:northeastern,403
concept:city:secret,404
concept:company:swiss_re,405
concept:sportsteam:long_island_blackbirds,406
concept:sportsteam:philadelphia_76ers,407
concept:actor:blur,408
concept:hotel:buena_vista_suites,409
concept:mldataset:ee,410
concept:clothing:purple_sweater,411
concept:chemical:warm_water,412
concept:person:miramax,413
concept:biotechcompany:diamond_foods,414
concept:person:phone,415
concept:stadiumoreventvenue:blossom_music_center,416
concept:city:walvis_bay,417
concept:clothing:scrubs,418
concept:personeurope:n2_6,419
concept:person:jack_ma_yun,420
concept:reptile:cat,421
concept:clothing:elastic_waist,422
concept:geometricshape:mode,423
concept:personus:fema,424
concept:coach:kentucky,425
concept:coach:peter_lee,426
concept:county:white_meadow_lake,427
concept:consumerelectronicitem:material,428
concept:retailstore:settings,429
concept:clothing:mens_t_shirts,430
concept:comedian:oklahoma,431
concept:county:snowflake,432
concept:sociopolitical:necessity,433
concept:musicartist:razorlight,434
concept:bank:wire_transfer,435
concept:publication:new_york_times_newspapers,436
concept:city:culpeper,437
concept:ceo:richard_m__daley,438
concept:governmentorganization:west_virginia_department,439
concept:politicianus:mike_gravel,440
concept:city:hot_springs,441
concept:personnorthamerica:james_murdoch,442
concept:vegetable:parsley,443
concept:buildingfeature:products,444
concept:product:minute_maid,445
concept:sportsteam:alabama_state_hornets,446
concept:athlete:mac,447
concept:televisionstation:kota,448
concept:winery:time_search,449
concept:stateorprovince:colorado,450
concept:journalist:jim_souhan,451
concept:geopoliticalorganization:baden_w_rttemberg,452
concept:televisionshow:variety,453
concept:newspaper:bbc_radio,454
concept:mldataset:rachel,455
concept:researchproject:fort_worth,456
concept:athlete:john_mccain,457
concept:newspaper:gazette_times,458
concept:personnorthamerica:condi_rice,459
concept:hotel:site,460
concept:criminal:peter_moore,461
concept:criminal:directory_sites,462
concept:university:oberlin,463
concept:arthropod:decapods,464
concept:stadiumoreventvenue:times_union_perf__arts_moran,465
concept:city:ypsilanti,466
concept:chef:anaheim_ducks,467
concept:sportsteam:murray_state,468
concept:buildingfeature:paypal,469
concept:biotechcompany:informatica_corporation,470
concept:charactertrait:style,471
concept:animal:b_c__lions,472
concept:city:louisiana,473
concept:bodypart:digestive_tract,474
concept:university:georgia_state,475
concept:householditem:cultural_melting_pot,476
concept:geopoliticallocation:storrs,477
concept:clothing:cardigan_sweater,478
concept:insect:small_mammals,479
concept:geopoliticallocation:guernsey,480
concept:geopoliticallocation:princeville,481
concept:city:mauldin,482
concept:company:week_tv,483
concept:journalist:george_f__will,484
concept:scientist:andres_oppenheimer,485
concept:geopoliticalorganization:middelburg,486
concept:terroristorganization:mahmoud_abbas,487
concept:book:garden_state,488
concept:country:poland,489
concept:televisionstation:ktrk,490
concept:vegetable:spinach,491
concept:bird:profile,492
concept:athlete:new_york_yankees_sp_kevin_brown,493
concept:stateorprovince:sarawak,494
concept:company:tomtom,495
concept:sportsteam:south_dakota_coyotes,496
concept:city:ojai,497
concept:county:ny_city,498
concept:profession:academies,499
concept:company:press,500
concept:stateorprovince:shots,501
concept:city:bowie,502
concept:clothing:black_tuxedo,503
concept:stateorprovince:playing,504
concept:airport:suffolk_county,505
concept:clothing:light_blue_shirt,506
concept:island:bosnia___herzegovina,507
concept:academicfield:infrastructure_planning,508
concept:personus:george_clooney,509
concept:weatherphenomenon:next_year,510
concept:personmexico:brian_steinmeyer,511
concept:city:manzanillo,512
concept:company:kbcb,513
concept:clothing:dark_t_shirt,514
concept:sportsteam:mid_tenn_st_blue_raiders,515
concept:museum:requirements,516
concept:country:rwanda,517
concept:stadiumoreventvenue:daneeka,518
concept:politician:gov__sarah_palin,519
concept:company:kbci_tv,520
concept:city:saugatuck,521
concept:company:jersey_shore_star,522
concept:politicianus:steve_miller,523
concept:website:atlanta_journal_constitution,524
concept:personus:coco_crisp,525
concept:company:kten_tv,526
concept:conference:exception,527
concept:male:alex_gaskarth,528
concept:automobilemodel:carnival,529
concept:professionalorganization:adobe_systems_incorporated,530
concept:city:van_buren,531
concept:televisionstation:wtvt,532
concept:politicianus:john_f__kennedy,533
concept:athlete:charlie_frye,534
concept:personus:cesar_izturis,535
concept:hallwayitem:stream,536
concept:stadiumoreventvenue:fox_cities_performing_arts_center,537
concept:personus:gerald_laird,538
concept:visualartist:un,539
concept:politicalparty:green_party,540
concept:bank:hibernia,541
concept:website:site_terms,542
concept:city:harvey,543
concept:beach:royal_palm_beach,544
concept:landscapefeatures:adirondacks,545
concept:clothing:black_leather_shoes,546
concept:university:ohio,547
concept:politicianus:john_gibson,548
concept:beverage:shipping,549
concept:city:external_links,550
concept:profession:services,551
concept:bathroomitem:taps,552
concept:sportsteam:bemidji_state_beavers,553
concept:clothing:sale,554
concept:company:kmne_tv,555
concept:sportsgame:eastern_conference,556
concept:biotechcompany:hollinger_international,557
concept:politicianus:scott_tipton,558
concept:stadiumoreventvenue:dolphin_stadium,559
concept:stadiumoreventvenue:treasure_island_hotel,560
concept:mammal:stag,561
concept:monument:york_area,562
concept:hallwayitem:subject,563
concept:newspaper:friday_times,564
concept:agriculturalproduct:mushroom,565
concept:company:electronics,566
concept:city:hefei,567
concept:stateorprovince:greenwich,568
concept:biotechcompany:constellation_energy_group,569
concept:company:wdtv,570
concept:musicinstrument:bistro,571
concept:jobposition:document_retention_the_vice,572
concept:bedroomitem:tivo,573
concept:island:ponce_inlet,574
concept:musicalbum:beggars,575
concept:movie:six_weeks,576
concept:stateorprovince:alpes_maritimes,577
concept:musicalbum:vessels,578
concept:nondiseasecondition:nursing,579
concept:criminal:articles_the_3,580
concept:hotel:the_fairmont_royal_york,581
concept:city:raleigh_durham,582
concept:website:google__tm_,583
concept:criminal:_go_,584
concept:automobilemaker:amateur,585
concept:coach:pete_carroll,586
concept:televisionstation:woub_tv,587
concept:visualizablescene:clarksboro,588
concept:person:hiroki_kuroda,589
concept:stateorprovince:man,590
concept:biotechcompany:mckesson,591
concept:company:knva,592
concept:clothing:white_tee_shirt,593
concept:city:portal,594
concept:mountain:kilauea,595
concept:sportsteam:habs,596
concept:person:center,597
concept:radiostation:wlio,598
concept:person:kelly,599
concept:geopoliticalorganization:ile_de_france,600
concept:televisionstation:kelo_tv,601
concept:programminglanguage:application,602
concept:hotel:dylan,603
concept:professionalorganization:marketing_board,604
concept:coach:indiana_pacers,605
concept:book:awesome,606
concept:geopoliticallocation:san_marino,607
concept:transportation:central_air,608
concept:geopoliticallocation:chester,609
concept:company:czech_airlines,610
concept:person:zoran_djindjic,611
concept:physicalaction:defense,612
concept:buildingfeature:piping,613
concept:personnorthamerica:stephen_a__schwarzman,614
concept:city:gibbsboro,615
concept:city:breda,616
concept:clothing:blue_suit,617
concept:visualizablescene:santa_ynez,618
concept:city:mentor,619
concept:protein:ecm,620
concept:city:surfside,621
concept:governmentorganization:louisiana_department,622
concept:geopoliticallocation:sarajevo,623
concept:televisionstation:kljb_tv,624
concept:buildingfeature:conservatory,625
concept:county:flagtown,626
concept:country:dominica,627
concept:reptile:rattlesnakes,628
concept:clothing:cummerbund,629
concept:city:mccloud,630
concept:personaustralia:lauren_glassberg,631
concept:politicsblog:new_zealand_herald,632
concept:personeurope:paul_buchanan,633
concept:person:tom_lasorda001,634
concept:city:cape_girardeau,635
concept:comedian:thursday_night,636
concept:event:consecutive_years,637
concept:city:chisinau,638
concept:academicfield:film,639
concept:company:google_keywords,640
concept:personus:jon_cohen,641
concept:musician:bill_monroe,642
concept:programminglanguage:end,643
concept:personmexico:usa_basketball,644
concept:coach:chuck_pagano,645
concept:geopoliticallocation:stanhope,646
concept:fish:spearfish,647
concept:governmentorganization:services_state_agency,648
concept:personcanada:gibby_haynes,649
concept:product:samsung_electronics_co__ltd_,650
concept:person:al_lavan,651
concept:crimeorcharge:senior,652
concept:company:new_ku,653
concept:language:bahasa_malaysia,654
concept:sportsteam:faulkner_state_sun_chiefs,655
concept:person:harry_potter,656
concept:sportsteam:uab_blazers,657
concept:city:ipil,658
concept:clothing:denim_trousers,659
concept:writer:jeffrey_steingarten,660
concept:magazine:prevention,661
concept:bird:wild_turkeys,662
concept:politicianus:bob,663
concept:city:high_point,664
concept:crustacean:lvmh,665
concept:clothing:black_shoes,666
concept:musicsong:boy,667
concept:blog:lou_reed,668
concept:city:ia,669
concept:televisionstation:kare,670
concept:coach:darren_rizzi,671
concept:company:american_eagle_outfitters,672
concept:landscapefeatures:streams,673
concept:person:alejandro_de_aza,674
concept:mammal:warm_blooded_animals,675
concept:politicaloffice:accident_lawyer,676
concept:monument:close,677
concept:clothing:wind_pants,678
concept:geometricshape:rays,679
concept:governmentorganization:measure,680
concept:county:roger,681
concept:biotechcompany:longport,682
concept:stateorprovince:fujian,683
concept:city:kinsale,684
concept:company:index_things,685
concept:athlete:steve_dunn,686
concept:personus:garret_anderson,687
concept:street:gay_street,688
concept:sportsteam:millikin_big_blue,689
concept:musicartist:stray_cats,690
concept:website:management_web_site,691
concept:musician:randy_blythe,692
concept:company:cox,693
concept:city:gap,694
concept:buildingfeature:points,695
concept:musicalbum:more_years,696
concept:automobilemaker:think,697
concept:weatherphenomenon:breezy_point,698
concept:stateorprovince:large_state,699
concept:retailstore:dell_inc,700
concept:personus:jean_christophe_babin,701
concept:website:variety,702
concept:organization:cpa_societies,703
concept:university:admissions,704
concept:university:feedburner,705
concept:musician:dan,706
concept:biotechcompany:bache_halsey_stuart_shields,707
concept:city:richwood,708
concept:athlete:ryan_kalish,709
concept:university:iowa_state,710
concept:female:headline,711
concept:bank:allianz,712
concept:city:mendoza,713
concept:river:theme,714
concept:city:powell,715
concept:radiostation:kswb,716
concept:lake:ash_lake,717
concept:journalist:peter_kerasotis,718
concept:personus:shannon_stewart,719
concept:personus:shin_soo_choo,720
concept:attraction:carteret,721
concept:ceo:louis_c__camilleri,722
concept:writer:simon_r__green,723
concept:stadiumoreventvenue:boardwalk_hall,724
concept:company:costco_wholesale,725
concept:televisionstation:wvii,726
concept:ceo:ken_chenault,727
concept:politicsblog:daily_record,728
concept:reptile:winter_wren,729
concept:stateorprovince:replacement,730
concept:geopoliticallocation:americas,731
concept:clothing:products,732
concept:profession:hours,733
concept:emotion:ideas,734
concept:vegetable:risotto,735
concept:language:haitian_creole,736
concept:journalist:terry_moran,737
concept:country:the_netherlands,738
concept:room:drive,739
concept:kitchenitem:shortage,740
concept:company:walmart,741
concept:city:ambassador,742
concept:newspaper:advocate,743
concept:publication:journal_online,744
concept:geopoliticallocation:lower_manhattan,745
concept:clothing:bowtie,746
concept:county:fox,747
concept:city:benton,748
concept:tradeunion:legend,749
concept:landscapefeatures:parks,750
concept:room:executive,751
concept:personus:clay_buchholz,752
concept:university:virginia_union,753
concept:politician:governor_romney,754
concept:visualizablescene:yankton,755
concept:braintissue:project,756
concept:attraction:palace,757
concept:publication:post,758
concept:radiostation:fidelity,759
concept:island:ship_bottom,760
concept:website:nbc_news,761
concept:physicalaction:uses,762
concept:academicfield:adjunct_faculty,763
concept:university:accredited,764
concept:eventoutcome:state,765
concept:televisionstation:kiro_tv,766
concept:biotechcompany:xcel_energy,767
concept:nongovorganization:ethics,768
concept:city:coloma,769
concept:company:revolution_health,770
concept:programminglanguage:collection,771
concept:recordlabel:size,772
concept:hotel:heritage,773
concept:clothing:pullover_shirt,774
concept:city:pottsville,775
concept:company:aapl,776
concept:animal:federal_government,777
concept:virus:safe_drinking_water,778
concept:clothing:simple_jeans,779
concept:politician:ashley_swearengin,780
concept:company:yahoo_s,781
concept:city:ponta_delgada,782
concept:emotion:rule,783
concept:radiostation:kuno,784
concept:buildingfeature:venetian,785
concept:visualizablething:alief,786
concept:vehicle:units,787
concept:televisionstation:ghent,788
concept:politicianus:ellison,789
concept:automobilemaker:nissan_motor_co,790
concept:sportsteamposition:team_s,791
concept:county:ocala,792
concept:book:hiroshima,793
concept:sportsteam:la_clippers,794
concept:musicalbum:fight,795
concept:lake:newman_lake,796
concept:skiarea:broad_run,797
concept:coach:louisville,798
concept:person:jeffrey_katzenberg,799
concept:buildingfeature:system_pipes,800
concept:company:iberia_airlines,801
concept:stadiumoreventvenue:agganis_arena,802
concept:company:the_national,803
concept:celebrity:mark_seymour,804
concept:musician:the_band,805
concept:country:kazakhstan,806
concept:city:citrus_heights,807
concept:clothing:costume,808
concept:politicianus:will_wynn,809
concept:city:crestview,810
concept:radiostation:kbvu,811
concept:city:missouri_city,812
concept:politicsblog:the_toronto_star,813
concept:personus:kirby_puckett,814
concept:stadiumoreventvenue:verizon_center,815
concept:automobilemaker:merc,816
concept:televisionstation:wpsg,817
concept:university:ohio_state,818
concept:attraction:mouth,819
concept:website:byline,820
concept:geopoliticallocation:ancona,821
concept:terroristorganization:command,822
concept:person:carter,823
concept:clothing:glasses,824
concept:ceo:vijay_k__thadani,825
concept:coach:w,826
concept:personus:bobby_abreu,827
concept:musicartist:entertainment,828
concept:televisionstation:local_cbs,829
concept:coach:greg_schiano,830
concept:clothing:folksy_dresses,831
concept:musician:anthony_kiedis,832
concept:company:yemen,833
concept:geopoliticalorganization:northern,834
concept:tableitem:collection,835
concept:company:cnooc_ltd_,836
concept:software:n48_hours,837
concept:company:troy,838
concept:terroristorganization:breeding_ground,839
concept:politicsblog:city_pages,840
concept:male:dream,841
concept:journalist:monte_poole,842
concept:arthropod:cricket,843
concept:clothing:summer_tank_top,844
concept:politicsblog:portland,845
concept:country:south_west,846
concept:musician:dimebag_darrell,847
concept:blog:sunday_express,848
concept:female:tlc,849
concept:clothing:gauntlets,850
concept:clothing:white_jackets,851
concept:geopoliticallocation:singles,852
concept:person:hanna_gronkiewicz_waltz,853
concept:city:plymouth,854
concept:school:shichahai_school,855
concept:city:simon,856
concept:visualizableobject:shirt,857
concept:weapon:theatre,858
concept:ceo:abigail_johnson,859
concept:emotion:part,860
concept:actor:van_andel_arena,861
concept:company:toyota_motor,862
concept:stadiumoreventvenue:rialto_square_theatre,863
concept:museum:hp,864
concept:city:moultrie,865
concept:cave:he_s,866
concept:mammal:monkeys,867
concept:building:york_neighborhoods,868
concept:mountain:mountain_rest,869
concept:geopoliticalorganization:sea_girt,870
concept:agent:start,871
concept:academicfield:optimization,872
concept:geopoliticallocation:workers,873
concept:musicgenre:punk,874
concept:insect:grasshoppers,875
concept:ceo:mel_karmazin,876
concept:journalist:southern_asia,877
concept:geometricshape:english_dictionary,878
concept:ceo:louis_gallois,879
concept:musician:dr__dre,880
concept:musicartist:blood,881
concept:geopoliticalorganization:clewiston,882
concept:city:ferndale,883
concept:writer:beagle,884
concept:organization:lawmakers,885
concept:politicianus:rev__jesse_jackson,886
concept:weatherphenomenon:thing,887
concept:biotechcompany:winzip_international_llc__,888
concept:country:bahamas,889
concept:company:microsoft_dynamics,890
concept:city:volgodonsk,891
concept:city:west_bend,892
concept:company:kcfw_tv,893
concept:company:medical,894
concept:animal:non_native_species,895
concept:planet:friends,896
concept:building:international_airports,897
concept:clothing:wedding,898
concept:personafrica:jason_stollsteimer,899
concept:county:athens,900
concept:hotel:hotel_sax,901
concept:ceo:david_o_reilly,902
concept:journalist:david_teel,903
concept:sportsteam:morehouse_maroon_tigers,904
concept:company:adb,905
concept:person:slobodan_milosevic,906
concept:politician:walsh,907
concept:city:circle,908
concept:stateorprovince:eure_et_loir,909
concept:journalist:ann_killion,910
concept:musicartist:gene,911
concept:person:yang,912
concept:musicartist:sonny_rollins,913
concept:geopoliticallocation:cockeysville,914
concept:city:cupertino,915
concept:hotel:comfort_inn,916
concept:city:coastal_city,917
concept:website:msn_messenger,918
concept:island:orange_city,919
concept:clothing:columbia,920
concept:university:ibm,921
